timestamp,protocol,run_id,round_id,position_in_round,seq,command_id,status,rtt_ms,esp_processing_us,esp_free_heap,esp_min_free_heap,esp_max_alloc_heap,rssi_dbm,qos,error
2026-09-04T10:27:07.557074,MQTT_QOS1,1,1,3,1,mqtt-qos1-main-1-1,success,15.499,409,221884,211356,110580,-38,1,
2026-09-04T10:27:07.772784,MQTT_QOS1,1,1,3,2,mqtt-qos1-main-1-2,success,61.111,405,221884,211356,110580,-42,1,
2026-09-04T10:27:08.034069,MQTT_QOS1,1,1,3,3,mqtt-qos1-main-1-3,success,59.757,430,221884,211356,110580,-39,1,
2026-09-04T10:27:08.293978,MQTT_QOS1,1,1,3,4,mqtt-qos1-main-1-4,success,58.792,454,221884,211356,110580,-40,1,
2026-09-04T10:27:08.552923,MQTT_QOS1,1,1,3,5,mqtt-qos1-main-1-5,success,60.809,407,221884,211356,110580,-40,1,
2026-09-04T10:27:08.813897,MQTT_QOS1,1,1,3,6,mqtt-qos1-main-1-6,success,59.693,460,221680,211356,110580,-42,1,
2026-09-04T10:27:09.073778,MQTT_QOS1,1,1,3,7,mqtt-qos1-main-1-7,success,59.315,415,221884,211356,110580,-42,1,
2026-09-04T10:27:09.333260,MQTT_QOS1,1,1,3,8,mqtt-qos1-main-1-8,success,60.442,406,221884,211356,110580,-42,1,
2026-09-04T10:27:09.593863,MQTT_QOS1,1,1,3,9,mqtt-qos1-main-1-9,success,56.132,412,221884,211356,110580,-39,1,
2026-09-04T10:27:09.850153,MQTT_QOS1,1,1,3,10,mqtt-qos1-main-1-10,success,58.839,408,221884,211356,110580,-41,1,
2026-09-04T10:27:10.109186,MQTT_QOS1,1,1,3,11,mqtt-qos1-main-1-11,success,59.765,405,221884,211356,110580,-41,1,
2026-09-04T10:27:10.369113,MQTT_QOS1,1,1,3,12,mqtt-qos1-main-1-12,success,70.691,415,221884,211356,110580,-42,1,
2026-09-04T10:27:10.639969,MQTT_QOS1,1,1,3,13,mqtt-qos1-main-1-13,success,57.118,405,221884,211356,110580,-41,1,
2026-09-04T10:27:10.897243,MQTT_QOS1,1,1,3,14,mqtt-qos1-main-1-14,success,58.280,408,221884,211356,110580,-40,1,
2026-09-04T10:27:11.155690,MQTT_QOS1,1,1,3,15,mqtt-qos1-main-1-15,success,57.137,417,221884,211356,110580,-40,1,
2026-09-04T10:27:11.412978,MQTT_QOS1,1,1,3,16,mqtt-qos1-main-1-16,success,84.768,435,221884,211356,110580,-42,1,
2026-09-04T10:27:11.697901,MQTT_QOS1,1,1,3,17,mqtt-qos1-main-1-17,success,75.218,421,221592,211356,110580,-41,1,
2026-09-04T10:27:11.973279,MQTT_QOS1,1,1,3,18,mqtt-qos1-main-1-18,success,58.654,416,221884,211356,110580,-42,1,
2026-09-04T10:27:12.232093,MQTT_QOS1,1,1,3,19,mqtt-qos1-main-1-19,success,56.586,413,221884,211356,110580,-40,1,
2026-09-04T10:27:12.488830,MQTT_QOS1,1,1,3,20,mqtt-qos1-main-1-20,success,56.378,442,221884,211356,110580,-40,1,
2026-09-04T10:27:12.745390,MQTT_QOS1,1,1,3,21,mqtt-qos1-main-1-21,success,60.602,406,221884,211356,110580,-40,1,
2026-09-04T10:27:13.006165,MQTT_QOS1,1,1,3,22,mqtt-qos1-main-1-22,success,60.155,411,221884,211356,110580,-42,1,
2026-09-04T10:27:13.266478,MQTT_QOS1,1,1,3,23,mqtt-qos1-main-1-23,success,59.190,417,221884,211356,110580,-42,1,
2026-09-04T10:27:13.525825,MQTT_QOS1,1,1,3,24,mqtt-qos1-main-1-24,success,60.144,420,221884,211356,110580,-43,1,
2026-09-04T10:27:13.786122,MQTT_QOS1,1,1,3,25,mqtt-qos1-main-1-25,success,63.212,408,221884,211356,110580,-42,1,
2026-09-04T10:27:14.049504,MQTT_QOS1,1,1,3,26,mqtt-qos1-main-1-26,success,55.190,408,221884,211356,110580,-41,1,
2026-09-04T10:27:14.304851,MQTT_QOS1,1,1,3,27,mqtt-qos1-main-1-27,success,55.820,405,221884,211356,110580,-42,1,
2026-09-04T10:27:14.560824,MQTT_QOS1,1,1,3,28,mqtt-qos1-main-1-28,success,60.419,406,221884,211356,110580,-42,1,
2026-09-04T10:27:14.821395,MQTT_QOS1,1,1,3,29,mqtt-qos1-main-1-29,success,59.867,404,221884,211356,110580,-41,1,
2026-09-04T10:27:15.081428,MQTT_QOS1,1,1,3,30,mqtt-qos1-main-1-30,success,63.294,410,221884,211356,110580,-40,1,
2026-09-04T10:27:15.344879,MQTT_QOS1,1,1,3,31,mqtt-qos1-main-1-31,success,61.736,409,221884,211356,110580,-41,1,
2026-09-04T10:27:15.606765,MQTT_QOS1,1,1,3,32,mqtt-qos1-main-1-32,success,64.698,417,221884,211356,110580,-41,1,
2026-09-04T10:27:15.871628,MQTT_QOS1,1,1,3,33,mqtt-qos1-main-1-33,success,53.723,468,221388,211356,110580,-42,1,
2026-09-04T10:27:16.125527,MQTT_QOS1,1,1,3,34,mqtt-qos1-main-1-34,success,58.457,410,221884,211356,110580,-39,1,
2026-09-04T10:27:16.384145,MQTT_QOS1,1,1,3,35,mqtt-qos1-main-1-35,success,57.033,408,221884,211356,110580,-42,1,
2026-09-04T10:27:16.641331,MQTT_QOS1,1,1,3,36,mqtt-qos1-main-1-36,success,51.943,410,221884,211356,110580,-41,1,
2026-09-04T10:27:16.893435,MQTT_QOS1,1,1,3,37,mqtt-qos1-main-1-37,success,55.387,406,221884,211356,110580,-42,1,
2026-09-04T10:27:17.148991,MQTT_QOS1,1,1,3,38,mqtt-qos1-main-1-38,success,59.421,411,221884,211356,110580,-41,1,
2026-09-04T10:27:17.408567,MQTT_QOS1,1,1,3,39,mqtt-qos1-main-1-39,success,57.125,411,221884,211356,110580,-41,1,
2026-09-04T10:27:17.665840,MQTT_QOS1,1,1,3,40,mqtt-qos1-main-1-40,success,79.126,406,221884,211356,110580,-41,1,
2026-09-04T10:27:17.945151,MQTT_QOS1,1,1,3,41,mqtt-qos1-main-1-41,success,75.461,411,221884,211356,110580,-41,1,
2026-09-04T10:27:18.220790,MQTT_QOS1,1,1,3,42,mqtt-qos1-main-1-42,success,56.422,436,221884,211356,110580,-41,1,
2026-09-04T10:27:18.477381,MQTT_QOS1,1,1,3,43,mqtt-qos1-main-1-43,success,55.535,424,221884,211356,110580,-42,1,
